priority,level,lesson_code,lesson_title,asset_type,speed,file_name,storage_path,text_nl,notes
"P1","A0","A0-08","Revisao A0","phrase","natural","ik-spreek-een-beetje-nederlands.native.nl.mp3","audio/A0-08/phrases/ik-spreek-een-beetje-nederlands.native.nl.mp3","Ik spreek een beetje Nederlands.","Record at natural Dutch speed."
"P1","A0","A0-08","Revisao A0","dialogue","natural","a0-08-mini-dialogue.native.nl.mp3","audio/A0-08/dialogues/a0-08-mini-dialogue.native.nl.mp3","Pessoa: Goedemorgen. / Aluno: Goedemorgen. / Pessoa: Goedemorgen, ik heb een afspraak. / Aluno: Sorry, ik begrijp het niet. Kunt u dat herhalen? / Pessoa: Kunt u dat spellen? / Aluno: Dank u wel.","Record as a short two-person dialogue with natural interaction"
"P2","A1","A1-01","Apresentar-se","word","natural","naam.native.nl.mp3","audio/A1-01/words/naam.native.nl.mp3","naam","Record isolated word clearly"
"P2","A1","A1-01","Apresentar-se","word","natural","voornaam.native.nl.mp3","audio/A1-01/words/voornaam.native.nl.mp3","voornaam","Record isolated word clearly"
"P2","A1","A1-01","Apresentar-se","word","natural","achternaam.native.nl.mp3","audio/A1-01/words/achternaam.native.nl.mp3","achternaam","Record isolated word clearly"
"P2","A1","A1-01","Apresentar-se","word","natural","land.native.nl.mp3","audio/A1-01/words/land.native.nl.mp3","land","Record isolated word clearly"
"P2","A1","A1-01","Apresentar-se","word","natural","taal.native.nl.mp3","audio/A1-01/words/taal.native.nl.mp3","taal","Record isolated word clearly"
"P2","A1","A1-01","Apresentar-se","word","natural","portugees.native.nl.mp3","audio/A1-01/words/portugees.native.nl.mp3","Portugees","Record isolated word clearly"
"P2","A1","A1-01","Apresentar-se","word","natural","engels.native.nl.mp3","audio/A1-01/words/engels.native.nl.mp3","Engels","Record isolated word clearly"
"P2","A1","A1-01","Apresentar-se","word","natural","nederland.native.nl.mp3","audio/A1-01/words/nederland.native.nl.mp3","Nederland","Record isolated word clearly"
"P2","A1","A1-01","Apresentar-se","phrase","slow","ik-ben-henrique.slow.native.nl.mp3","audio/A1-01/phrases/ik-ben-henrique.slow.native.nl.mp3","Ik ben Henrique.","Record slowly, with clear pauses."
"P2","A1","A1-01","Apresentar-se","phrase","natural","ik-ben-henrique.native.nl.mp3","audio/A1-01/phrases/ik-ben-henrique.native.nl.mp3","Ik ben Henrique.","Record at natural Dutch speed."
"P2","A1","A1-01","Apresentar-se","phrase","slow","mijn-naam-is-henrique.slow.native.nl.mp3","audio/A1-01/phrases/mijn-naam-is-henrique.slow.native.nl.mp3","Mijn naam is Henrique.","Record slowly, with clear pauses."
"P2","A1","A1-01","Apresentar-se","phrase","natural","mijn-naam-is-henrique.native.nl.mp3","audio/A1-01/phrases/mijn-naam-is-henrique.native.nl.mp3","Mijn naam is Henrique.","Record at natural Dutch speed."
"P2","A1","A1-01","Apresentar-se","phrase","slow","ik-kom-uit-portugal.slow.native.nl.mp3","audio/A1-01/phrases/ik-kom-uit-portugal.slow.native.nl.mp3","Ik kom uit Portugal.","Record slowly, with clear pauses."
"P2","A1","A1-01","Apresentar-se","phrase","natural","ik-kom-uit-portugal.native.nl.mp3","audio/A1-01/phrases/ik-kom-uit-portugal.native.nl.mp3","Ik kom uit Portugal.","Record at natural Dutch speed."
"P2","A1","A1-01","Apresentar-se","phrase","slow","ik-woon-in-nederland.slow.native.nl.mp3","audio/A1-01/phrases/ik-woon-in-nederland.slow.native.nl.mp3","Ik woon in Nederland.","Record slowly, with clear pauses."
"P2","A1","A1-01","Apresentar-se","phrase","natural","ik-woon-in-nederland.native.nl.mp3","audio/A1-01/phrases/ik-woon-in-nederland.native.nl.mp3","Ik woon in Nederland.","Record at natural Dutch speed."
"P2","A1","A1-01","Apresentar-se","phrase","slow","welke-taal-spreekt-u.slow.native.nl.mp3","audio/A1-01/phrases/welke-taal-spreekt-u.slow.native.nl.mp3","Welke taal spreekt u?","Record slowly, with clear pauses."
"P2","A1","A1-01","Apresentar-se","phrase","natural","welke-taal-spreekt-u.native.nl.mp3","audio/A1-01/phrases/welke-taal-spreekt-u.native.nl.mp3","Welke taal spreek-tu?","Record at natural Dutch speed."
"P2","A1","A1-01","Apresentar-se","dialogue","natural","a1-01-mini-dialogue.native.nl.mp3","audio/A1-01/dialogues/a1-01-mini-dialogue.native.nl.mp3","Pessoa: Goedemorgen. / Aluno: Goedemorgen. / Pessoa: Ik ben Henrique. / Aluno: Sorry, kunt u dat herhalen? / Pessoa: Mijn naam is Henrique. / Aluno: Dank u wel. Ik ben Henrique. Ik kom uit Portugal. Ik woon in Nederland.","Record as a short two-person dialogue with natural interaction"
"P2","A1","A1-02","Pronomes pessoais","word","natural","ik.native.nl.mp3","audio/A1-02/words/ik.native.nl.mp3","ik","Record isolated word clearly"
"P2","A1","A1-02","Pronomes pessoais","word","natural","jij.native.nl.mp3","audio/A1-02/words/jij.native.nl.mp3","jij","Record isolated word clearly"
"P2","A1","A1-02","Pronomes pessoais","word","natural","u.native.nl.mp3","audio/A1-02/words/u.native.nl.mp3","u","Record isolated word clearly"
"P2","A1","A1-02","Pronomes pessoais","word","natural","hij.native.nl.mp3","audio/A1-02/words/hij.native.nl.mp3","hij","Record isolated word clearly"
"P2","A1","A1-02","Pronomes pessoais","word","natural","zij.native.nl.mp3","audio/A1-02/words/zij.native.nl.mp3","zij","Record isolated word clearly"
"P2","A1","A1-02","Pronomes pessoais","word","natural","wij.native.nl.mp3","audio/A1-02/words/wij.native.nl.mp3","wij","Record isolated word clearly"
"P2","A1","A1-02","Pronomes pessoais","word","natural","jullie.native.nl.mp3","audio/A1-02/words/jullie.native.nl.mp3","jullie","Record isolated word clearly"
"P2","A1","A1-02","Pronomes pessoais","word","natural","ze.native.nl.mp3","audio/A1-02/words/ze.native.nl.mp3","ze","Record isolated word clearly"
"P2","A1","A1-02","Pronomes pessoais","phrase","slow","ik-spreek-nederlands.slow.native.nl.mp3","audio/A1-02/phrases/ik-spreek-nederlands.slow.native.nl.mp3","Ik spreek Nederlands.","Record slowly, with clear pauses."
"P2","A1","A1-02","Pronomes pessoais","phrase","natural","ik-spreek-nederlands.native.nl.mp3","audio/A1-02/phrases/ik-spreek-nederlands.native.nl.mp3","Ik spreek Nederlands.","Record at natural Dutch speed."
"P2","A1","A1-02","Pronomes pessoais","phrase","slow","spreekt-u-engels.slow.native.nl.mp3","audio/A1-02/phrases/spreekt-u-engels.slow.native.nl.mp3","Spreekt u Engels?","Record slowly, with clear pauses."
"P2","A1","A1-02","Pronomes pessoais","phrase","natural","spreekt-u-engels.native.nl.mp3","audio/A1-02/phrases/spreekt-u-engels.native.nl.mp3","Spreek-tu Engels?","Record at natural Dutch speed."
"P2","A1","A1-02","Pronomes pessoais","phrase","slow","hij-woont-in-amsterdam.slow.native.nl.mp3","audio/A1-02/phrases/hij-woont-in-amsterdam.slow.native.nl.mp3","Hij woont in Amsterdam.","Record slowly, with clear pauses."
"P2","A1","A1-02","Pronomes pessoais","phrase","natural","hij-woont-in-amsterdam.native.nl.mp3","audio/A1-02/phrases/hij-woont-in-amsterdam.native.nl.mp3","Hij woont in Amsterdam.","Record at natural Dutch speed."
"P2","A1","A1-02","Pronomes pessoais","phrase","slow","zij-werkt-vandaag.slow.native.nl.mp3","audio/A1-02/phrases/zij-werkt-vandaag.slow.native.nl.mp3","Zij werkt vandaag.","Record slowly, with clear pauses."
"P2","A1","A1-02","Pronomes pessoais","phrase","natural","zij-werkt-vandaag.native.nl.mp3","audio/A1-02/phrases/zij-werkt-vandaag.native.nl.mp3","Ze werkt vandaag.","Record at natural Dutch speed."
"P2","A1","A1-02","Pronomes pessoais","phrase","slow","wij-wonen-hier.slow.native.nl.mp3","audio/A1-02/phrases/wij-wonen-hier.slow.native.nl.mp3","Wij wonen hier.","Record slowly, with clear pauses."
"P2","A1","A1-02","Pronomes pessoais","phrase","natural","wij-wonen-hier.native.nl.mp3","audio/A1-02/phrases/wij-wonen-hier.native.nl.mp3","We wonen hier.","Record at natural Dutch speed."
"P2","A1","A1-02","Pronomes pessoais","dialogue","natural","a1-02-mini-dialogue.native.nl.mp3","audio/A1-02/dialogues/a1-02-mini-dialogue.native.nl.mp3","Pessoa: Goedemorgen. / Aluno: Goedemorgen. / Pessoa: Ik spreek Nederlands. / Aluno: Sorry, kunt u dat herhalen? / Pessoa: Spreekt u Engels? / Aluno: Dank u wel. Ik spreek Nederlands. Hij spreekt Engels. Wij wonen hier.","Record as a short two-person dialogue with natural interaction"
"P2","A1","A1-03","Artigos de, het, een","word","natural","de-naam.native.nl.mp3","audio/A1-03/words/de-naam.native.nl.mp3","de naam","Record isolated word clearly"
"P2","A1","A1-03","Artigos de, het, een","word","natural","het-huis.native.nl.mp3","audio/A1-03/words/het-huis.native.nl.mp3","het huis","Record isolated word clearly"
"P2","A1","A1-03","Artigos de, het, een","word","natural","een-formulier.native.nl.mp3","audio/A1-03/words/een-formulier.native.nl.mp3","een formulier","Record isolated word clearly"
"P2","A1","A1-03","Artigos de, het, een","word","natural","de-brief.native.nl.mp3","audio/A1-03/words/de-brief.native.nl.mp3","de brief","Record isolated word clearly"
"P2","A1","A1-03","Artigos de, het, een","word","natural","het-nummer.native.nl.mp3","audio/A1-03/words/het-nummer.native.nl.mp3","het nummer","Record isolated word clearly"
"P2","A1","A1-03","Artigos de, het, een","word","natural","de-afspraak.native.nl.mp3","audio/A1-03/words/de-afspraak.native.nl.mp3","de afspraak","Record isolated word clearly"
"P2","A1","A1-03","Artigos de, het, een","word","natural","een-vraag.native.nl.mp3","audio/A1-03/words/een-vraag.native.nl.mp3","een vraag","Record isolated word clearly"
"P2","A1","A1-03","Artigos de, het, een","word","natural","het-antwoord.native.nl.mp3","audio/A1-03/words/het-antwoord.native.nl.mp3","het antwoord","Record isolated word clearly"
"P2","A1","A1-03","Artigos de, het, een","phrase","slow","ik-heb-een-vraag.slow.native.nl.mp3","audio/A1-03/phrases/ik-heb-een-vraag.slow.native.nl.mp3","Ik heb een vraag.","Record slowly, with clear pauses."
"P2","A1","A1-03","Artigos de, het, een","phrase","natural","ik-heb-een-vraag.native.nl.mp3","audio/A1-03/phrases/ik-heb-een-vraag.native.nl.mp3","Ik heb 'n vraag.","Record at natural Dutch speed."
"P2","A1","A1-03","Artigos de, het, een","phrase","slow","het-nummer-is-goed.slow.native.nl.mp3","audio/A1-03/phrases/het-nummer-is-goed.slow.native.nl.mp3","Het nummer is goed.","Record slowly, with clear pauses."
"P2","A1","A1-03","Artigos de, het, een","phrase","natural","het-nummer-is-goed.native.nl.mp3","audio/A1-03/phrases/het-nummer-is-goed.native.nl.mp3","'t Nummer is goed.","Record at natural Dutch speed."
"P2","A1","A1-03","Artigos de, het, een","phrase","slow","de-afspraak-is-vandaag.slow.native.nl.mp3","audio/A1-03/phrases/de-afspraak-is-vandaag.slow.native.nl.mp3","De afspraak is vandaag.","Record slowly, with clear pauses."
"P2","A1","A1-03","Artigos de, het, een","phrase","natural","de-afspraak-is-vandaag.native.nl.mp3","audio/A1-03/phrases/de-afspraak-is-vandaag.native.nl.mp3","De afspraak is vandaag.","Record at natural Dutch speed."
"P2","A1","A1-03","Artigos de, het, een","phrase","slow","ik-heb-het-formulier.slow.native.nl.mp3","audio/A1-03/phrases/ik-heb-het-formulier.slow.native.nl.mp3","Ik heb het formulier.","Record slowly, with clear pauses."
"P2","A1","A1-03","Artigos de, het, een","phrase","natural","ik-heb-het-formulier.native.nl.mp3","audio/A1-03/phrases/ik-heb-het-formulier.native.nl.mp3","Ik heb 't formulier.","Record at natural Dutch speed."
"P2","A1","A1-03","Artigos de, het, een","phrase","slow","dat-is-een-brief.slow.native.nl.mp3","audio/A1-03/phrases/dat-is-een-brief.slow.native.nl.mp3","Dat is een brief.","Record slowly, with clear pauses."
"P2","A1","A1-03","Artigos de, het, een","phrase","natural","dat-is-een-brief.native.nl.mp3","audio/A1-03/phrases/dat-is-een-brief.native.nl.mp3","Dat is 'n brief.","Record at natural Dutch speed."
"P2","A1","A1-03","Artigos de, het, een","dialogue","natural","a1-03-mini-dialogue.native.nl.mp3","audio/A1-03/dialogues/a1-03-mini-dialogue.native.nl.mp3","Pessoa: Goedemorgen. / Aluno: Goedemorgen. / Pessoa: Ik heb een vraag. / Aluno: Sorry, kunt u dat herhalen? / Pessoa: Het nummer is goed. / Aluno: Dank u wel. Ik heb een vraag. Ik heb het formulier. De afspraak is vandaag.","Record as a short two-person dialogue with natural interaction"
"P2","A1","A1-04","Presente regular","word","natural","werken.native.nl.mp3","audio/A1-04/words/werken.native.nl.mp3","werken","Record isolated word clearly"
"P2","A1","A1-04","Presente regular","word","natural","leren.native.nl.mp3","audio/A1-04/words/leren.native.nl.mp3","leren","Record isolated word clearly"
"P2","A1","A1-04","Presente regular","word","natural","wonen.native.nl.mp3","audio/A1-04/words/wonen.native.nl.mp3","wonen","Record isolated word clearly"
"P2","A1","A1-04","Presente regular","word","natural","betalen.native.nl.mp3","audio/A1-04/words/betalen.native.nl.mp3","betalen","Record isolated word clearly"
"P2","A1","A1-04","Presente regular","word","natural","kopen.native.nl.mp3","audio/A1-04/words/kopen.native.nl.mp3","kopen","Record isolated word clearly"
"P2","A1","A1-04","Presente regular","word","natural","maken.native.nl.mp3","audio/A1-04/words/maken.native.nl.mp3","maken","Record isolated word clearly"
"P2","A1","A1-04","Presente regular","word","natural","luisteren.native.nl.mp3","audio/A1-04/words/luisteren.native.nl.mp3","luisteren","Record isolated word clearly"
"P2","A1","A1-04","Presente regular","word","natural","herhalen.native.nl.mp3","audio/A1-04/words/herhalen.native.nl.mp3","herhalen","Record isolated word clearly"
"P2","A1","A1-04","Presente regular","phrase","slow","ik-werk-vandaag.slow.native.nl.mp3","audio/A1-04/phrases/ik-werk-vandaag.slow.native.nl.mp3","Ik werk vandaag.","Record slowly, with clear pauses."
"P2","A1","A1-04","Presente regular","phrase","natural","ik-werk-vandaag.native.nl.mp3","audio/A1-04/phrases/ik-werk-vandaag.native.nl.mp3","Ik werk vandaag.","Record at natural Dutch speed."
"P2","A1","A1-04","Presente regular","phrase","slow","u-werkt-morgen.slow.native.nl.mp3","audio/A1-04/phrases/u-werkt-morgen.slow.native.nl.mp3","U werkt morgen.","Record slowly, with clear pauses."
"P2","A1","A1-04","Presente regular","phrase","natural","u-werkt-morgen.native.nl.mp3","audio/A1-04/phrases/u-werkt-morgen.native.nl.mp3","U werkt morgen.","Record at natural Dutch speed."
"P2","A1","A1-04","Presente regular","phrase","slow","hij-leert-nederlands.slow.native.nl.mp3","audio/A1-04/phrases/hij-leert-nederlands.slow.native.nl.mp3","Hij leert Nederlands.","Record slowly, with clear pauses."
"P2","A1","A1-04","Presente regular","phrase","natural","hij-leert-nederlands.native.nl.mp3","audio/A1-04/phrases/hij-leert-nederlands.native.nl.mp3","Hij leert Nederlands.","Record at natural Dutch speed."
"P2","A1","A1-04","Presente regular","phrase","slow","wij-wonen-in-utrecht.slow.native.nl.mp3","audio/A1-04/phrases/wij-wonen-in-utrecht.slow.native.nl.mp3","Wij wonen in Utrecht.","Record slowly, with clear pauses."
"P2","A1","A1-04","Presente regular","phrase","natural","wij-wonen-in-utrecht.native.nl.mp3","audio/A1-04/phrases/wij-wonen-in-utrecht.native.nl.mp3","We wonen in Utrecht.","Record at natural Dutch speed."
"P2","A1","A1-04","Presente regular","phrase","slow","ik-betaal-met-pin.slow.native.nl.mp3","audio/A1-04/phrases/ik-betaal-met-pin.slow.native.nl.mp3","Ik betaal met pin.","Record slowly, with clear pauses."
"P2","A1","A1-04","Presente regular","phrase","natural","ik-betaal-met-pin.native.nl.mp3","audio/A1-04/phrases/ik-betaal-met-pin.native.nl.mp3","Ik betaal met pin.","Record at natural Dutch speed."
"P2","A1","A1-04","Presente regular","dialogue","natural","a1-04-mini-dialogue.native.nl.mp3","audio/A1-04/dialogues/a1-04-mini-dialogue.native.nl.mp3","Pessoa: Goedemorgen. / Aluno: Goedemorgen. / Pessoa: Ik werk vandaag. / Aluno: Sorry, kunt u dat herhalen? / Pessoa: U werkt morgen. / Aluno: Dank u wel. Ik werk vandaag. Ik leer Nederlands. Ik betaal met pin.","Record as a short two-person dialogue with natural interaction"
"P2","A1","A1-05","Verbos zijn e hebben","word","natural","ben.native.nl.mp3","audio/A1-05/words/ben.native.nl.mp3","ben","Record isolated word clearly"
"P2","A1","A1-05","Verbos zijn e hebben","word","natural","bent.native.nl.mp3","audio/A1-05/words/bent.native.nl.mp3","bent","Record isolated word clearly"
"P2","A1","A1-05","Verbos zijn e hebben","word","natural","is.native.nl.mp3","audio/A1-05/words/is.native.nl.mp3","is","Record isolated word clearly"
"P2","A1","A1-05","Verbos zijn e hebben","word","natural","zijn.native.nl.mp3","audio/A1-05/words/zijn.native.nl.mp3","zijn","Record isolated word clearly"
"P2","A1","A1-05","Verbos zijn e hebben","word","natural","heb.native.nl.mp3","audio/A1-05/words/heb.native.nl.mp3","heb","Record isolated word clearly"
"P2","A1","A1-05","Verbos zijn e hebben","word","natural","heeft.native.nl.mp3","audio/A1-05/words/heeft.native.nl.mp3","heeft","Record isolated word clearly"
"P2","A1","A1-05","Verbos zijn e hebben","word","natural","afspraak.native.nl.mp3","audio/A1-05/words/afspraak.native.nl.mp3","afspraak","Record isolated word clearly"
"P2","A1","A1-05","Verbos zijn e hebben","word","natural","tijd.native.nl.mp3","audio/A1-05/words/tijd.native.nl.mp3","tijd","Record isolated word clearly"
"P2","A1","A1-05","Verbos zijn e hebben","phrase","slow","ik-ben-hier.slow.native.nl.mp3","audio/A1-05/phrases/ik-ben-hier.slow.native.nl.mp3","Ik ben hier.","Record slowly, with clear pauses."
"P2","A1","A1-05","Verbos zijn e hebben","phrase","natural","ik-ben-hier.native.nl.mp3","audio/A1-05/phrases/ik-ben-hier.native.nl.mp3","Ik ben hier.","Record at natural Dutch speed."
"P2","A1","A1-05","Verbos zijn e hebben","phrase","slow","ik-heb-een-afspraak.slow.native.nl.mp3","audio/A1-05/phrases/ik-heb-een-afspraak.slow.native.nl.mp3","Ik heb een afspraak.","Record slowly, with clear pauses."
"P2","A1","A1-05","Verbos zijn e hebben","phrase","natural","ik-heb-een-afspraak.native.nl.mp3","audio/A1-05/phrases/ik-heb-een-afspraak.native.nl.mp3","Ik heb 'n afspraak.","Record at natural Dutch speed."
"P2","A1","A1-05","Verbos zijn e hebben","phrase","slow","heeft-u-tijd.slow.native.nl.mp3","audio/A1-05/phrases/heeft-u-tijd.slow.native.nl.mp3","Heeft u tijd?","Record slowly, with clear pauses."
"P2","A1","A1-05","Verbos zijn e hebben","phrase","natural","heeft-u-tijd.native.nl.mp3","audio/A1-05/phrases/heeft-u-tijd.native.nl.mp3","Heeftu tijd?","Record at natural Dutch speed."
"P2","A1","A1-05","Verbos zijn e hebben","phrase","slow","bent-u-klaar.slow.native.nl.mp3","audio/A1-05/phrases/bent-u-klaar.slow.native.nl.mp3","Bent u klaar?","Record slowly, with clear pauses."
"P2","A1","A1-05","Verbos zijn e hebben","phrase","natural","bent-u-klaar.native.nl.mp3","audio/A1-05/phrases/bent-u-klaar.native.nl.mp3","Bentu klaar?","Record at natural Dutch speed."
"P2","A1","A1-05","Verbos zijn e hebben","phrase","slow","wij-zijn-thuis.slow.native.nl.mp3","audio/A1-05/phrases/wij-zijn-thuis.slow.native.nl.mp3","Wij zijn thuis.","Record slowly, with clear pauses."
"P2","A1","A1-05","Verbos zijn e hebben","phrase","natural","wij-zijn-thuis.native.nl.mp3","audio/A1-05/phrases/wij-zijn-thuis.native.nl.mp3","We zijn thuis.","Record at natural Dutch speed."
"P2","A1","A1-05","Verbos zijn e hebben","dialogue","natural","a1-05-mini-dialogue.native.nl.mp3","audio/A1-05/dialogues/a1-05-mini-dialogue.native.nl.mp3","Pessoa: Goedemorgen. / Aluno: Goedemorgen. / Pessoa: Ik ben hier. / Aluno: Sorry, kunt u dat herhalen? / Pessoa: Ik heb een afspraak. / Aluno: Dank u wel. Ik ben hier. Ik heb een afspraak. Heeft u tijd?","Record as a short two-person dialogue with natural interaction"
"P2","A1","A1-06","Familia e relacoes","word","natural","familie.native.nl.mp3","audio/A1-06/words/familie.native.nl.mp3","familie","Record isolated word clearly"
"P2","A1","A1-06","Familia e relacoes","word","natural","vrouw.native.nl.mp3","audio/A1-06/words/vrouw.native.nl.mp3","vrouw","Record isolated word clearly"
"P2","A1","A1-06","Familia e relacoes","word","natural","man.native.nl.mp3","audio/A1-06/words/man.native.nl.mp3","man","Record isolated word clearly"
"P2","A1","A1-06","Familia e relacoes","word","natural","kind.native.nl.mp3","audio/A1-06/words/kind.native.nl.mp3","kind","Record isolated word clearly"
"P2","A1","A1-06","Familia e relacoes","word","natural","kinderen.native.nl.mp3","audio/A1-06/words/kinderen.native.nl.mp3","kinderen","Record isolated word clearly"
"P2","A1","A1-06","Familia e relacoes","word","natural","moeder.native.nl.mp3","audio/A1-06/words/moeder.native.nl.mp3","moeder","Record isolated word clearly"
"P2","A1","A1-06","Familia e relacoes","word","natural","vader.native.nl.mp3","audio/A1-06/words/vader.native.nl.mp3","vader","Record isolated word clearly"
"P2","A1","A1-06","Familia e relacoes","word","natural","partner.native.nl.mp3","audio/A1-06/words/partner.native.nl.mp3","partner","Record isolated word clearly"
"P2","A1","A1-06","Familia e relacoes","phrase","slow","mijn-vrouw-woont-hier.slow.native.nl.mp3","audio/A1-06/phrases/mijn-vrouw-woont-hier.slow.native.nl.mp3","Mijn vrouw woont hier.","Record slowly, with clear pauses."
"P2","A1","A1-06","Familia e relacoes","phrase","natural","mijn-vrouw-woont-hier.native.nl.mp3","audio/A1-06/phrases/mijn-vrouw-woont-hier.native.nl.mp3","Mijn vrouw woont hier.","Record at natural Dutch speed."
"P2","A1","A1-06","Familia e relacoes","phrase","slow","mijn-kinderen-zijn-op-school.slow.native.nl.mp3","audio/A1-06/phrases/mijn-kinderen-zijn-op-school.slow.native.nl.mp3","Mijn kinderen zijn op school.","Record slowly, with clear pauses."
"P2","A1","A1-06","Familia e relacoes","phrase","natural","mijn-kinderen-zijn-op-school.native.nl.mp3","audio/A1-06/phrases/mijn-kinderen-zijn-op-school.native.nl.mp3","M'n kinderen zijn op school.","Record at natural Dutch speed."
"P2","A1","A1-06","Familia e relacoes","phrase","slow","heeft-u-familie-hier.slow.native.nl.mp3","audio/A1-06/phrases/heeft-u-familie-hier.slow.native.nl.mp3","Heeft u familie hier?","Record slowly, with clear pauses."
"P2","A1","A1-06","Familia e relacoes","phrase","natural","heeft-u-familie-hier.native.nl.mp3","audio/A1-06/phrases/heeft-u-familie-hier.native.nl.mp3","Heeftu familie hier?","Record at natural Dutch speed."
"P2","A1","A1-06","Familia e relacoes","phrase","slow","mijn-moeder-woont-in-portugal.slow.native.nl.mp3","audio/A1-06/phrases/mijn-moeder-woont-in-portugal.slow.native.nl.mp3","Mijn moeder woont in Portugal.","Record slowly, with clear pauses."
"P2","A1","A1-06","Familia e relacoes","phrase","natural","mijn-moeder-woont-in-portugal.native.nl.mp3","audio/A1-06/phrases/mijn-moeder-woont-in-portugal.native.nl.mp3","M'n moeder woont in Portugal.","Record at natural Dutch speed."
"P2","A1","A1-06","Familia e relacoes","phrase","slow","ik-ben-getrouwd.slow.native.nl.mp3","audio/A1-06/phrases/ik-ben-getrouwd.slow.native.nl.mp3","Ik ben getrouwd.","Record slowly, with clear pauses."
"P2","A1","A1-06","Familia e relacoes","phrase","natural","ik-ben-getrouwd.native.nl.mp3","audio/A1-06/phrases/ik-ben-getrouwd.native.nl.mp3","Ik ben getrouwd.","Record at natural Dutch speed."
"P2","A1","A1-06","Familia e relacoes","dialogue","natural","a1-06-mini-dialogue.native.nl.mp3","audio/A1-06/dialogues/a1-06-mini-dialogue.native.nl.mp3","Pessoa: Goedemorgen. / Aluno: Goedemorgen. / Pessoa: Mijn vrouw woont hier. / Aluno: Sorry, kunt u dat herhalen? / Pessoa: Mijn kinderen zijn op school. / Aluno: Dank u wel. Mijn familie woont hier. Mijn kinderen zijn op school.","Record as a short two-person dialogue with natural interaction"
"P2","A1","A1-07","Casa e rotina","word","natural","huis.native.nl.mp3","audio/A1-07/words/huis.native.nl.mp3","huis","Record isolated word clearly"
"P2","A1","A1-07","Casa e rotina","word","natural","kamer.native.nl.mp3","audio/A1-07/words/kamer.native.nl.mp3","kamer","Record isolated word clearly"
"P2","A1","A1-07","Casa e rotina","word","natural","keuken.native.nl.mp3","audio/A1-07/words/keuken.native.nl.mp3","keuken","Record isolated word clearly"
"P2","A1","A1-07","Casa e rotina","word","natural","badkamer.native.nl.mp3","audio/A1-07/words/badkamer.native.nl.mp3","badkamer","Record isolated word clearly"
"P2","A1","A1-07","Casa e rotina","word","natural","ochtend.native.nl.mp3","audio/A1-07/words/ochtend.native.nl.mp3","ochtend","Record isolated word clearly"
"P2","A1","A1-07","Casa e rotina","word","natural","avond.native.nl.mp3","audio/A1-07/words/avond.native.nl.mp3","avond","Record isolated word clearly"
"P2","A1","A1-07","Casa e rotina","word","natural","uur.native.nl.mp3","audio/A1-07/words/uur.native.nl.mp3","uur","Record isolated word clearly"
"P2","A1","A1-07","Casa e rotina","word","natural","thuis.native.nl.mp3","audio/A1-07/words/thuis.native.nl.mp3","thuis","Record isolated word clearly"
"P2","A1","A1-07","Casa e rotina","phrase","slow","ik-woon-in-den-haag.slow.native.nl.mp3","audio/A1-07/phrases/ik-woon-in-den-haag.slow.native.nl.mp3","Ik woon in Den Haag.","Record slowly, with clear pauses."
"P2","A1","A1-07","Casa e rotina","phrase","natural","ik-woon-in-den-haag.native.nl.mp3","audio/A1-07/phrases/ik-woon-in-den-haag.native.nl.mp3","Ik woon in Den Haag.","Record at natural Dutch speed."
"P2","A1","A1-07","Casa e rotina","phrase","slow","ik-sta-om-zeven-uur-op.slow.native.nl.mp3","audio/A1-07/phrases/ik-sta-om-zeven-uur-op.slow.native.nl.mp3","Ik sta om zeven uur op.","Record slowly, with clear pauses."
"P2","A1","A1-07","Casa e rotina","phrase","natural","ik-sta-om-zeven-uur-op.native.nl.mp3","audio/A1-07/phrases/ik-sta-om-zeven-uur-op.native.nl.mp3","Ik sta om zeven uur op.","Record at natural Dutch speed."
"P2","A1","A1-07","Casa e rotina","phrase","slow","ik-werk-in-de-ochtend.slow.native.nl.mp3","audio/A1-07/phrases/ik-werk-in-de-ochtend.slow.native.nl.mp3","Ik werk in de ochtend.","Record slowly, with clear pauses."
"P2","A1","A1-07","Casa e rotina","phrase","natural","ik-werk-in-de-ochtend.native.nl.mp3","audio/A1-07/phrases/ik-werk-in-de-ochtend.native.nl.mp3","Ik werk in de ochtend.","Record at natural Dutch speed."
"P2","A1","A1-07","Casa e rotina","phrase","slow","ik-ben-in-de-avond-thuis.slow.native.nl.mp3","audio/A1-07/phrases/ik-ben-in-de-avond-thuis.slow.native.nl.mp3","Ik ben in de avond thuis.","Record slowly, with clear pauses."
"P2","A1","A1-07","Casa e rotina","phrase","natural","ik-ben-in-de-avond-thuis.native.nl.mp3","audio/A1-07/phrases/ik-ben-in-de-avond-thuis.native.nl.mp3","Ik ben 's avonds thuis.","Record at natural Dutch speed."
"P2","A1","A1-07","Casa e rotina","phrase","slow","de-kamer-is-schoon.slow.native.nl.mp3","audio/A1-07/phrases/de-kamer-is-schoon.slow.native.nl.mp3","De kamer is schoon.","Record slowly, with clear pauses."
"P2","A1","A1-07","Casa e rotina","phrase","natural","de-kamer-is-schoon.native.nl.mp3","audio/A1-07/phrases/de-kamer-is-schoon.native.nl.mp3","De kamer is schoon.","Record at natural Dutch speed."
